idtweet,tweet
1374107286382186496,"@HOLLMANMORRIS @petrogustavo Si le aplican el tratamiento del ministro Holmes o del comunicador Hoyos, tocará que busquen otro candidato.. jajajaja jajajaja jajajaja jajajaja. Azitromicina, dexametasona, Aspirina ya, o se les muere."
1374087899663245312,"@just_a_happycat @JeanineAnez Que tome inmediatamente ivermectina, azitromicina, ibuprofeno y Aspirina 100"
1374086599638679555,"@juliocastrom Es terrible todos saben la gente quiere un nuevo opio y si va al médico y le indican reposo hidratación tratamiento sintomatico y observación entran en pánico y empiezan:"" Dr o Dra y no me va a indicar aspirina azitromicina e ivermectina?""en fin. No confían en su sistema inmune🤦"
1374078421567934464,"@juliocastrom Explique x q no sirve? A mi me dio covid y me mandaron azitromicina, vitamina C la D la aspirina y tegrapi eso fue lo q me mando mi médico neumonologo  q atiende puros pacientes con covid, también tienes más de 30 años graduado y 3 especialidades, entonces donde esta el error"
1373984890417463312,"@KAsalcedoflores Buendía, en mi caso duró unos 15 días aprox, dolor y malestar en todo el cuerpo, pérdida de olfato y sabor, nunca tuve fiebre ni tos, tratamiento: azitromicina, ivermectina, vit c y aspirina. Feliz día."
1373632756215902210,@waleman64 Algunos medicos indican q hay q recibir tratamiento oportuno para evitar complicaciones muchos recetan ivermectina azitromicina fluimicil aspirina e ibuprofeno e incluso otros recomiendan ivermectina como preventivo entre ellos médicos dueños de clinicas y exministro de salud
1373438309838557185,"@FabrizzioJose4 @StenburgEly Comenzamos con 3 inyecciones de Dexametazona, 1 enterdiaria; ivermectina 2 la primera dosis, y a las 48horas 2 más; azitromicina 1diaria x 5 días; levofloxacina 1diaria x10dias; loratadina, budecor 2puff cada 8hrs; 1 aspirina diaria; Vit B12, magnesio, Vit D.
Llevamos 6 días"
1373364800949002241,"@lunaenllamas Pide a tus cercanos paracetamol de 1gr,aspirina genérica de 100mg,ibuprofeno,azitromicina,inhalador...alguna conocida cercana que te atienda y debes estar tranquila ya pasara...."
1373350723556085766,"@destro_ricci Mientras consiguen denle esto urgente:
Azitromicina, Ivermectina, ibuprofeno o Diclofenac, aspirina , un antigripal, un antialérgico, todo por 5 días . La saca de la gravedad y la recupera . Yo lo hice y quede sin secuela"
1373328982293233664,"@AnaliaEsther4 @JulioArgRoca21 Yo casi igual que vos, amoxi clavulánico, azitromicina, paracetamol, y aspirina prevent para prevenir coágulos. Con eso me curé en 2 semanas!"
1373290730328879104,"@bebanhamilton @LucyPN A mi esposo y a mi nos dió y solo tomamos Azitromicina, ibuprofeno, aspirina, Ivagan (los dolores de cabeza eran brutales), REPOSO, sopas de lagarto, pata de pollo y cuántos guarapos me decían... Malojillo, toronjil, orégano orejón y limón 🍋 que jodeeeeeee... Sobrevivimos.."
1373089509328490496,"@LucyPN En mi casa todos.
Mi esposo mi hijo y yo la tomamos,  los sintomas fueron muy pocos y la recuperacion rapida. Mi hermano y mi sobrina en Peru la tomaron. 

mas vit c, aspirina infantil, ibuprofeno, azitromicina. loratadina. full agua, tomar sol y gargaras"
1373066209986498566,"@NicolasMaduro @dcabellor Si me preguntan si fui al CDI, claro! Y me dijeron siga tomando Azitromicina por 3 días más,  Aspirina y Vitamina C. Cuando pregunté por las pruebas para descartar Covid, me dijeron: nooo, olvídese, aquí  no tenemos para hacer eso."
1373037436218060804,@Pedroleko @BarbaraVieiraF Aspirina+Prednisona+Azitromicina eso le mando el dr a una amiga con síntomas levea
1372884771009880068,"@thevalhalla88 Estimado, dele 8vermectina a su papá y tenga a mano acetaminofén Azitromicina ibuprofeno dexametasona y aspirina. Yo le di eso preventivamente a mis dos viejitas de 89a y 90a cuando a mi hermano y a mi nos dió el virus y ambos las cuidamos, nadie más. Y le aseguro les sirvio"
1372732647546441730,"Nos encontramos en Medio de Mezquindades de La Salud: No es más fácil publicar el Combo del CoronaVirus? Vitamina C, Pastillas de Zinc, Azitromicina, Ivermectina USP, Aspirina, Acetaminofen, Dexametasona y Cetirizina. Un litro y medio de Agua al Día. Vaporizaciones y Limonadas"
1372706142040821760,"@DarvinsonRojas Ante todo mi más sentido pésame, no se si este relato te ayude , una amiga la tenían ahí y los hijos la sacaron y la llevaron a casa porque no veían mejoría,  le suministraron un tratamiento con azitromicina,  aspirina y te caliente todas las noches y hoy esta bien gracias a Dios"
1372327039341101058,"@NOmasCNE Dr Tengo COVID, leve gracias a dios no he tomado ivermectina, estoy en tto con dexametasona, azitromicina  de 500 y aspirina, solo tengo dolor de garganta y algunos mocos, en la tomografía me salió 1 solo virus en el pulmón ud me recomendaría tomar ivermectina tengo 3 días de tto"
1372039385328324608,"@tamairycabrera En relación al tratamiento si hay un problema, muchos médicos dan esos medicamentos, en Valera se los recetaron a los familiares de una amiga, completicos y sin ver mucho. Antigripal, aspirina,  Ivermectina, azitromicina  y a todos lo mismo. En cambio otros solo acetaminofen."
1371659568925839362,"@NatuDalio Uhhhh.....tos 1er sintoma.....fiebre......2do......luegofatiga y otros mas...... a medicarse ya nomas
- azitromicina
- aspirina
- ivermectina 2 x dia durante 3 dias
- jarabe con codeina para la tos
- gargara con bicarbonato-guayaba"
1371631191879778305,"Porque ni se notaba fueron pastillas 🙂 amoxicilina +ac. Clavulánico, más azitromicina, atorvastatina, acetilcisteina, aspirina... la desesperación x ver a mi abue mejor me hizo ir a la farmacia a tirarme 3l poco dinero q nos quedaba la vdd solo queria q esto termine."
1371580574712918016,"La tos está excesiva, comencé a tomar gran variedad de medicamentos: vitamina C. Aspirina, Loratadina, astorvastatina, Ibuprofeno, me colocaron una Dexametasona... en un Rato me tomo la azitromicina.."
1371550410637504517,"@elverdu9 Azitromicina, ibuprofeno o Diclofenac, aspirina de 80 mg y antigripal, un antialérgico y jarabe si tienes tos. Con eso me cure el Covid"
1371550407462387716,"Muchas personas dicen que le diagnosticaron tarde el covid o que esos medicos no supieron que era que un mal diagnóstico pero lo más arrecho de todo es que duras una hora interrogando preguntando todos los síntomas y los niegan y al final te dicen que toman azitromicina, aspirina"
1371484686103502850,"@KramerKKing @JuanRan40473154 Si es incomprensible, pero parece que el virus ataca como sea, tomar vitamina C no para curar el virus, pero si para fortalecer el sistema inmune, y tener a mano aspirina, acetaminofen, antialérgico, y lo indispensable para nebulizar a veces toca, y se recomienda azitromicina😳"
1371305528937299969,"@ErikaVieraT @NOmasCNE Solamente la dosis recomendada. Adicional Vitaminas C, D y zinc. Azitromicina. Antigripal. Antialergico. Aspirina. Ibuprofeno.  Y mucha fe en Diosito. JGH y la Divina Pastora"
1374886418875580422,"@JCYuzuriha Yo no dije corticoides dije anti inflamatorios como Ibuprofeno, Naproxeno o celecoxib? por que les das paracetamol y azitromicina cuando desde el primer síntomas podrías dar cualquiera de esos 3?"
1374751474819993604,"Miovit 3=11.000.000 Inyectadoras 3=1.516.000 
Reduben * Celebrex=8.000.000 
Diclofenac * Tramadol=6.200.000
Notolac o Meloxicam=6.000.000
Total * Informe Médico=32.716.000
Para Infección en una muela=Azitromicina=5.900.000 
Total=38.616.000
Necesito su ayuda yo no puedo gracias."
1376551201215496192,"@ChinitaFifi_ Toma medicamentos es el momento de atacarlo yo tomé azitromicina, aliren y Ciprofloxacino, salí pronto con eso."
1375637664435560452,"Manifestaciones por semanas:
1er: Fiebre, diarrea (en chicharos) Dx. Hemocultivo
2da: Exantema, hepato/esplenomegalia, Dx. Mielocultivo (estándar de oro)
3er y 4ta semana Dx coprocultivo (Si manejan alimentos deberán tener 3 negativos)
Tx. Ciprofloxacino
Resistencia: Azitromicina"
1375225592975654912,"@omarmc8 @danielaqvivas No soy médico, pase por lo mismo  tome Ciprofloxacino,  Azitromicina. No te confies aunque no tengas fiebre ese virus avanza en silencio y te das cuenta cuando ya los pulmones están infectados. Los médicos dicen no se automedique ¿y si no hay médico?"
1370785274058407940,"@Sonia_Traga @franciscoromatt @izkia @VctorVa60 @ministeriosalud Corazón, sabe lo que significa ‘Bacteria atipica’?Entiende la cobertura de la asociación de azitromicina+ciprofloxacino?Insisto,si no sabe mejor no hable tonteras.Y si quiere hablar con justa razón,inscríbase en medicina, estudie 7 años y luego 3 de med. Interna y dp transmite..."
1368965661666516995,"@DiezMikel_ @boticariagarcia Buah, tengo que tirar de memoria...
Creo q las tetraciclinas se unen al calcio y afecta a la biodisponibilidad, creo (sólo creo) que con la azitromicina también
Con el ciprofloxacino es porque el calcio y la caseína disminuye la absorción.
Pero mejor tirar de alguien actualizado"
1373803595892658176,"BABESIOSIS
Causa: parásito B. microti
Transmisión: vector(garrapata)-Ixodes scapularis
FR más importante para la enfermedad: esplenectomía
Dx: frotis de sangre teñido con Giemsa (tétradas de merozoítos)
Tx:
-Leve: atovacuona+azitromicina
-Grave: clindamicina+quinina

#ENARM2021"
1367303072180023299,"Efectos adversos de los antibióticos en emojis: 
🤮🤢Tigeciclina
👁️🤯Voriconazol
💪😫Daptomicina
🫀↔️ Azitromicina
🔩😛 Metronidazol
🥵😳 Vancomicina
🫁😰Nitrofurantoina
🤪🤤Fluoroquinolonas
💩🚿Clindamicina
🍼 🤤Amisulprida
🫀🍌Propranolol

#antibiotics #drugs #pharmacology"
1371235841268449282,"Así que en estos cuadros no es necesario tomar ivermectina, azitromicina, ceftriaxona, oseltamivir, hidroxicloroquina, aspirina, clopidogrel, plasma, enoxaparina, rivaroxaban, dióxido de cloro, etc

Por aquí les dejo un video del sustento científico:
https://t.co/I1RRfCPmS7 https://t.co/JbwJgssudI"
1376957286854299651,@suirancofi @Francisco271066 @soypelusaec La Azitromicina y la aspirina 1 diaria por 5 días.
1376950195745882112,"@adrianae25 @Sandri69xoxo Yo también lo pasé en mi casa éramos 7 los 7 caímos, tomamos paracetamol si teníamos fiebre, Azitromicina de 500 MG x 5 días, Aspirina una diaria, mucho líquido, aislamiento y 0 estrés, mi hermano médico fue quien me dió las indicaciones."
1376920904739917833,"Desde hace más de una semana infectólogos venezolanos advierten de la existencia de los llamados “combos anticovid”, los cuales están compuestos por acetaminofén, azitromicina, loratadina, ivermectina, aspirina, zinc, vitamina C y D https://t.co/gYRZKZ5LcF

Por 🖊 @Abicarrasquel"
1376908974117769219,"@Francisco271066 @soypelusaec Y por nada del mundo te hospitalices. Mi compa saturaba 77, pero no lo hospitalizamos porque sino se nos moría, y sólo con esto lo sacamos y ahora está muy bien.
Toma aspirina para evitar coagular la sangre, Azitromicina 1 diaria. 
Suerte amiga."
1376868609625051144,"@InfanteLux @thairkassam Ibuprofeno de 400mg cada 8 hras aspirina 81mg 1 diaria, vitamina C, azitromicina, ivermectina dependiendo del peso 1 hoy y otra dosis en 48 horas. Ese fue el tratamiento q nos enviaron a mi mamá y a mi. https://t.co/e19VskUbpH"
1376868425511792641,"@PrimerPedal AMIGO USA ANTIINFLAMANTES Y ANTICOAGULANTES PARA EL TRATAMIENTO DE TU PAPÁ, A MI ME AYUDÓ LA AZITROMICINA PARA LA INFLAMACIÓN PULMONAR ,Y LA ASPIRINA PARA EL CORAZÓN ,"
1376863317097058309,"@zonacero En vez de hacer campaña de cuidado y medidas de bioseguridad personal y pública, recomendar protocolos médicos: ibupufreno, ivermectina, aspirina 100mg, azitromicina, vit c, tomar sol diariamente, jugo de limón diario, cubrebocas y lavarse las manos en cada momento!!"
1376861066089664513,"@Sandri69xoxo No vaya a ningún centro quédese en aislamiento y consiga un doctor q la guíe, por sobre todo mantenga la calma, el gusto y el olfato lo va ir recuperando, si tiene fiebre atamel c 6 horas y compre azitromicina, aspirina, ibuprofeno,dexametasona 6mgs, te dejo la Info de mi médico https://t.co/8cgv1egLoq"
1376730902349373446,"Desde hace más de una semana infectólogos venezolanos advierten de la existencia de los llamados “combos anticovid”, los cuales están compuestos por acetaminofén, azitromicina, loratadina, ivermectina, aspirina, zinc, vitamina C y D https://t.co/gYRZKZnmBf

Por 🖊 @Abicarrasquel"
1376675588874899465,"Si una previene y ataca rápido cuando tenga los síntomas d Covid,en su casa tiene q tener estos Medicamento ivermectina, azitromicina,ibuprofeno, acetaminofen y aspirina. Para prevenir tiene q tomar Ivermectina y aspirina,si puede hacer gagara con el agua tibia jengibre 2 veces"
1376667843710889985,"Repitan conmigo: No debo de tomar azitromicina, ivermectina, montelukast o aspirina si tengo COVID."
1376666937665626113,"Me llamo un paciente con covid LEVE, que tenía tto con azitromicina, ivermectina, clexane, aspirina, ibuprofeno, dexametasona y pare de hablar. Le mande a omitir todo el tto y solo le mande tto sintomático y me dijo fue: ""hable con otros Dres y dicen que siga con el tto"""
1376664697194360834,"@je62zambrano Mi mamá si estuvo hospitalizada, por su condición , hizo la neumonía bilateral, recibió anticoagulantes y antibióticos EV,  pero no ameritó UCI gracias a Dios y está totalmente recuperada. Todos recibimos ibuprofeno, aspirina, azitromicina."
1376637182098690056,"@regenmedica @JeanCRodriguez_ Oye pero eso es lo que están mandando, Azitromicina,Ivermectina, aspirina y no recuerdo cuál otro antibiótico le mandaron a un conocido"
1376572217853628420,"@RicardBZ Lo mismo dicen del dióxido de cloro, de hidroxicloroquina, azitromicina, aspirina, etc pero al final no hay estudios de ur certifiquen que sirven contra el covid19, puede que seas cholo de cepa y que seas inmune tomes o no tomes nada de lo de arriba 👍🏻"
1376543795341328385,"@regenmedica @mselafc57 Aquí en España, muchos médicos recomienda azitromicina con los primeros síntomas. Puede evitar q una neumonía viral se convierta en una bacteriana. Nos dio covi y tomamos azitromicina paracetamol aspirina y mucho líquido y gracias a Dios salimos bien, solo pérdida del olfato y Gu"
1376540701027078153,"@aleydaguare Un amigo Dr me sugirió como practica preventiva tomar 
X cinco días Ivermectina una cada 24 horas  y Azitromicina de 500 miligramos, también cada 24 horas por cinco días y una aspirina protec de 85 o 100 miligramos diariamente. Yo confío en este Dr. Pero hay criterios distintos."
1376413660113960961,"@neisamata7 Correcto.. como dice anterior, 
IBUPROFENO cada 8 hrs.
ASPIRINA 1 diaria
INFUSIONES 2 veces al día
Y aunque hay divergencias; 
Si presenta Tos y/o fiebre.
AZITROMICINA  1 diaria
Si presenta mayor malestar ir a hospital.
# Ivermectina sirve pa Garrapatas, no a Covid.  **Remdesivir"
1376370218730196992,@dulmamaja67 No Permitas sentir miedo ni pánico es el peor enemigo de esta enfermedad aunque pierdas el gusto el olfato tienes que  comer a juro para que no te bajen las defensas Toma Aspirina Ibuprofeno Azitromicina o Ciprofloxacina si tienes fiebre toma Acetaminofén gárgaras de sal
1376289317115531281,Aspirina es la cura aspirina para el covid 19 cada 6 horas #AndresNoBorresOtraVez si ya tienes neumonía necesitas Azitromicina de 1 gramo para 12 horas. Si te duele mucho y no puedes respirar nebulizador de dexametasona.
1376184839804715014,"@LestonGomez @MariaFe09388941 @alonsotoro Ud es libre d hacer burlas Total no me afecta en lo absoluto xq mi familia y yo estamos bien xgracia d Dios. Y como lo único q usamos fuera d te naturales y medicación básica acetaminofén aspirina Azitromicina teragrip fue Ivermectina y D.C, se infiere q tuvo sus efectos + 🤷🏽‍♀️"
1376167870376316928,"@AlemarDuMe89 Inyectese dexametasona, tome ivermectina, azitromicina, Aspirina. Ya. Que clase de médico que no se médica."
1376133515989942272,"@traffiCARACAS @LucyPN Luego dé tomarte todo eso comprar Azitromicina dé 500mg tomarlo cada 8 h, tomar acetaminofén dé 650mg si ay fiebre y dolor de cabeza, ibuprofeno uno diario, un antialérgico diario vitamina C, una Aspirina diaria, tomar caldos dé pollo y pata dé pollo"
1376030324350726146,"@droscarnoguera Conozco de manera directa el uso en pacientes positivo, pero no sola, debe ser un programa completo, Azitromicina, desloratadina, dexametasona, Aspirina, hidratación adecuada, y los pacientes evolucionan, solo cualquiera de esos medicamentos no,"
1376012581295566853,"@henrypinela Nunca tuve fiebre, ni malestar ,ni dolor de cabeza. Tomé la azitromicina por 5 días, Fluimicil ayer terminé y claricort solo tomé 1 diaria. Ahhhh aspirina también pero solo 1/4 de pastilla ..he tomado vitamina C, la redoxon.."
1376010687131103233,"@nestorrubio2310 @FRANCYSMIRLENE Inicialmente le enviaron Azitromicina, ivermectina, dexametasona, acetaminofén, ibuprofeno pero le calmó unos días y luego vino la gravedad para lo cual le pusieron Levofloxacina, menoperem, dexametasona, budesonida, aspromio, clexane, Aspirina, vitaminas C,D, ácido fólico, zinc."
1375911808381427720,"@apelaezc @CathyJuvinao Y azitromicina con aspirina 100
Asi se curaron los mas de 120mil presos del pais."
1375859683119009793,"@raguez @NOmasCNE @alonsotoro Bs tds. Tomamos acetaminofén 1 si había malestar, Azitromicina 1 diaria x2 sem, aspirina 1diaria x2 sem, en las noches teragrip 1 sobre anoche x1 sem. Eso,acompañado d te d Artemisa (anticoagulante, antimalárica), Toronjil (dolor d cabeza), Jenjibre y Caraña (descong.pulmonar)"
1375814682502696962,"@eluz_ra @Bealsi @NOmasCNE @alonsotoro Mi cuñado
Antigripal
Iboprufeno 
Azitromicina
Anticuagulantes (aspirina)
Ivermectina como profilaxia todos los meses."
1375767990373916673,"@Candal_max @gonzamoratorio @grazianopascale @Alfredolara29 @SciutoDr  necesitamos contagiarnos para generar inmunidad de rebaño el problema el que necesitamos medicos que apliquen antibioticos + Antiinflamatorios (tormenta de citoquinas) + Anticoagulantes = Te , limon y aspirina , Hepática, Hidroxicloroquina, Azitromicina NO+MENTIRAS"
1375649624036405251,"@droscarnoguera Sería tenáz asegurar esto.Pero entre la cantidad de fármacos indicados estaba ( ivermectina, aspirina, azitromicina, ibuprofeno, malojillo, ect  y aciclovir llegué a ver en un recipe.Una familia en Maturín tomó ivermec dos en UCI. Malas condi de otros fami"
1375642675483926532,"Azitromicina 
Cada 8 horas por 7 días 

Aspirina 
una diaria por 7 días

Acetominofen 
Una cada 8 horas 

Deflacazol 
Una diaria de 60mmg 

 Ivermectina 
2 pastillas una con intervalo de un día (al final del tratamiento) 

Te caliente todas las noches y mucha agua (fresca)"
1375470060781899776,"@dulmamaja67 Confía en Dios, toma azitromicina, cocimientos de limon, aspirina, mente positiva, nadie se muere la víspera, todo tiene su día bajo el sol"
1375460378491117576,"@dulmamaja67 tomamos Ibuprofeno 400 mg c 8 hs x 8 días
Una aspirina c noche
Un antialergico diario x 5 ds 
Antigripal Alivet una c 12 hs x 5 dias 
Ivermectina 2  c 22 días 
Si dificultad respirar: Azitromicina 1 x 3 días
Dexametasona  1 x 3 días 
Nebolizarse.
Reposo."
1375414893306904590,"Buendía Dr. en muchos casos los mismo médico recomiendan q se tome el tratamiento Covid así no lo tenga, l persona para reforzar el sistema inmune, él mismo es desametasona, aspirina, inverventina, azitromicina, zinc y amidiopino eso es factible o incorrecto. Gracias p su respues https://t.co/67TkElO5kc"
1375308990104616964,"@dulmamaja67 Vamos tranquilidad y cero nervios tómese medicamentos para síntomas,ibuprofeno,aspirina,azitromicina,loratadina,vitamina c,d,sulfato de zinc,si puede conseguir ivermectina sería bueno y gargaras de agua con sal cada 3 horas,rezar y listo"
1375271273350107139,"@dulmamaja67 @AbstractTwo Comienza ya a tomar por 5 días, yo me cure con esto y quede sin secuelas:
Azitromicina 
Ivermectina 
Ibuprofeno o Diclofenac 
Aspirina 
Antialérgico 
Antigripal"
1375262163997061122,"KIT COVID - TNR4: ¿FUNCIONA? | Ivermectina, Azitromicina, Aspirina, Montelukast | Médico responde 

https://t.co/4bq6fsK0Tn

HOY - 20:00 hrs - YouTube https://t.co/GwS3FJzDji"
1375254158874382337,"Durante esta pandemia han surgido un sin fin de “tratamientos preventivos” para #COVID19. Sin embargo, todos sin fundamento científico.

Uno de ellos es un cóctel de 4 fármacos llamado #KitCovid: ivermectina, azitromicina, aspirina y montelukast.

Abro hilo https://t.co/f0aSGVkhiK"
1374979427227025409,"@joseantoniokast Desde Arica #FuerzaKast 
Los Patriotas Republicanos te necesitan. Todo el País te necesita como Presidente de Chile.
Toma Azitromicina 500 mg, Aspirina 500 mg e Ibuprofeno 600 mg. Que Dios te bendiga."
1374847788370984962,"@gugaplaza No hay fármaco que funcione sin embargo la gente que ha sido tratada en estados tempranos con un coctel de  ivermectina, hidroxicloroquina, Azitromicina y Cardio Aspirina han salido del virus, la OMS se pronunciará pronto https://t.co/9tvAqCa6qD"
1374814271515803655,"Mi experiencia:Sintomas el 5/3,el 8/3,inicio tratamiento con ,invermectina,Azitromicina, prednisona,vitaminas D,C y zinc, ibuprofeno o diclofenac,aspirina;el 9/3 PCR (hisopo)Positiva,el dia decimo presente fiebre,me trataron levofloxacina.dia 21 PCR negativo. https://t.co/O0D3hnL7bO"
1374804661862039553,"Para COVID-19 sirve:
✅
Mascarillas
Lavado de Manos
Distancia Física
Vacunas
Acetaminofén
Líquido
Reposo
Oxígeno + Esteroides
Revistas Médicas

NO sirve:
🆘
Cabinas y Alfombras de desinfección
Ivermectina
Azitromicina
Aspirina
Dióxido de Cloro
Carvativir
Cadenas de WhatsApp"
1374727919625506818,"@AleCrespoF Para COVID-19 sirve:

Mascarillas
Lavado de Manos
Distancia Física
Vacunas
Acetaminofén
Líquido
Reposo
Oxígeno + Esteroides
Revistas Médicas 
NO sirve:
Cabinas y Alfombras de desinfección
Ivermectina
Azitromicina
Aspirina
Dióxido de Cloro
Carvativir
Cadenas de WhatsApp    Cadenas"
1374727722208014342,"@AleCrespoF Ivermectina
Azitromicina
Aspirina
Dióxido de Cloro, nada de esto se aplica a los contagiados de Covid-19?"
1374693440726925317,"@soydraari La PCR con hisopo me dio negativa a los 5 dias de presentar sintomas,mi médico al 3 dia aplicó;Azitromicina, Ivermectina,Prednisona, Aspirina,Vitaminas D,C y Zinc, además de Loratadina.Hoy 21 dia de los síntomas prueba Negativa (Hisopo).Clarito!! https://t.co/oQnN5K2wUv"
1374687741892554755,"Hay médicos recomendando ivermectina, azitromicina, aspirina. También en su gremio hay cada loquito. Saludos cordiales. https://t.co/bgxBgLsWyw"
1374568818329128960,"@AleCrespoF CIERTO. Lo lamentable que  un gran sector del gremio médico promueve el uso de: esteroides, invermectina, warfarina, Aspirina, azitromicina entre otros para casos leves y moderados de covid-19... Que queda para el resto de los mortales"
1374562686059569153,"Pues, argumentos es que la mayoría que conozco ha tomado eso junto a la azitromicina y la aspirina, y no se me ha ido ninguno.

Y hasta yo, sigo vivo. Solo me duró 3 días. Aunque los dolores de cabeza fueron a 10 días.

No es ""suerte"". Es ciencia. Estudió genética. https://t.co/Nvlbab6BIC"
1374560242265100291,"@rarteaga76 @AleCrespoF Cierto conozco una Dra amiga le dió el Covid su tratamiento fue reposo invermectina Azitromicina, Aspirina, acetaminofén gracias a Dios está muy bien ya🙏"
1374554166094364678,"@AleCrespoF Ud es un irresponsable. Soy paciente recuperado de Covid y  con tratamiento de 3 de los que tu dices que no sirve. Igual mi esposa y mis Hijos. Todos tomamos Ivermectina, Azitromicina, Aspirina, Vitamina C y D. Y ti dices que no sirven. Vaya Irresponsabilidad."
1374473511025045510,"@AleCrespoF @alejandro_orl Bueno cada uno con su experiencia,a mi me presto mucho aspirina y bueno no se si la azitromicina p q eso se ve es luego pero la aspirina me sentí muy bien tomándola con síntomas d #VirusChino lo demás q colocastes no sirve no se p q no lo utilize ibuprofeno de 600 gr buenísimo"
1374472044327305223,"@AleCrespoF De verdad que no se entiende nada. Entiendo que este virus es muy particular. Pero las personas estamos asistiendo a especialistas y mandan azitromicina, aspirina y la ivermectina. Este último ya es como más claro el no usarlo. Pero repito especialista neumólogos recetan eso."
1374466227268059156,"@iF0RTAY mi mamá tomaba
azitromicina
aspirina
ibuprofeno
predisona
e inhaladores tmb:
beclometasona
bromuro de ipratropio"
1374462952980373506,"@soledadbravo531 Espero que reacciones y salgas de esto... yo me cure del Covid 19 y quede sin ninguna secuela con :
Antigripal
Azitromicina 
Ibuprofeno o Diclofenac 
Ivermectina 
Aspirina
 y antialérgico
Hazlo por 5 días"
1374450525219921930,"@AleCrespoF A mi me indicaron la Ivermectina y la aspirina, puedo decir que al día siguiente de tomar la Ivermectina ya me sentía mucho mejor, conozco varios casos con la misma indicación médica incluyendo azitromicina, todo indicado por médicos."
1374446032902234116,"@petrogustavo Eso dijo el ministro Holmes y ya sabe cómo terminó. Azitromicina, dexametasona y Aspirina. Ya. Y una ivermectina. Si estuviera aquí en Colombia, solo necesitaría ir a una farmacia. Los farmaceutas han salvado más vidas que las EPS."
1374441735875489793,"@UnholyGene De hecho a mi papá le dijeron tto “preventivo” azitromicina e ivermectina y le dije q no se lo tomara ... hasta aspirina. No tiene ni síntomas, mis abuelos q si están malitos no me meto. Pero con lo de mi papá si quedé como q mmmmm no entendí"
1374431215520935944,"Es decir que los colegas suyos que han recetado Azitromicina, Aspirina, Invermetina como parte de los medicamentos para enfrentar la enfermedad y han logrado resultados positivos son unos imbéciles?  O usted es sencillamente un charlatán ? Cuál de las dos? https://t.co/GC6bkJip5h"
1374422561270865928,"@AleCrespoF @cesarjferrer Conozco personas que han tenido covid19 y muchos de los medicamentos que menciona se los han mandado y en su tratamiento  (Aspirina, ivermectina, Azitromicina...)"
1374409039153524737,"Para COVID-19 sirve:

Mascarillas
Lavado de Manos
Distancia Física
Vacunas
Acetaminofén
Líquido
Reposo
Oxígeno + Esteroides
Revistas Médicas

NO sirve:

Cabinas y Alfombras de desinfección
Ivermectina
Azitromicina
Aspirina
Dióxido de Cloro
Carvativir
Cadenas de WhatsApp"
1374397077606653963,"@eren201173 @SergioNovelli Saludos Eren. De entrada, no existen las recetas de cocina en Medicina. Por ejemplo como en muchos casos, si el paciente es COVID+, alergico a Aspirina, Como hará entonces! Si la Azitromicina es para infección Resp., y nunca la presenta, Perdió el dinero? muy irresponsable oferta"
1374354944178982916,"Hacen cuatro meses me dio Covid19-21 y a 6 integrantes de mi flia, Mi cuñado lo entubaron y murió los que quedaron en casa lo superamos vaporizar gárgaras tibia de sal ivermentina, Azitromicina, Iboprofeno, en la noche aspirina con tes de limón https://t.co/qvPZBUk5fA"
1374350474082668545,@droscarnoguera deben ponerse de acuerdo hay medicos q manifiestan q se debe recibir tratamiento al primer sintoma e incluyen ivermectina azitromicina fluimicil ibuprofeno aspirina melatonina e indican q no se debe perder tiempo x el hecho q el cuadro se empeora y el virus avanza
1374343288497569792,"No es un fraude! Azitromicina + Hidroxicloroquina anti viral 
Aspirina funciona como antiviral contra Covid19
Ivermectina antiviral Covid19
Vitamina C ayuda contra procesos virales
Zinc refuerza sist. autoinmune
Vit. D recomendada en Covid19
Loratadina mitiga efecto de resfrios https://t.co/aktu8Jpqc2"
1374326722095689731,"@juliocastrom Si esos medicamentos no sirven como lo señala el Dr. entonces por qué los están recetando?... Todos los pacientes covid se tienen que tomar la Azitromicina, acetaminofén, antialérgico y Aspirina.
Qué es lo que está pasando entonces? Cuáles son los indicados?"
1374308844504023042,"@Bxmbuchx @moraviet @ci0r0 @jonazunigal Mi cuñado, médico, me indicó en el caso que tuviera síntomas, antigripal, iboprufeno, azitromicina y anticuagulantes (aspirina)."
1374277513535447041,"@moraviet @DjJulioRomero @12961M @ci0r0 @jonazunigal Ibuprofeno cada 8 horas, ivermectina una sola dosis, aspirina una diría, azitromicina por 3 días, bactron de 800ml uno diario, si hay falta de oxígeno dexametazona x 3, es el tratamiento que le pusieron a mi suegra. Y una vitamina como el zinc para fortalecer el cuerpo."
1374229744003260417,@juliocastrom Según usted a mi me dio COVID y tome varios de esos como la azitromicina vitamina c aspirina e ibuprofeno y no me duro ni 5 Días aparte tome antigripales y los tópicos te como limonada manzanilla etc y toda mi familia lo uso y salimos más de 5 personas bien y sin problemas 🤷‍♀️
1374196641415172099,"@aralugo9 @Rafaelita82 Dos tomas de invermectina de dos pastillas cada toma con un intervalo de 48 horas, una pastilla de azitromicina por tres días, tomar una aspirina de 81mg diario, mucho líquido  y reposo+ aislamiento.."
